pnl,win,bars_held,exit_type,timestamp,direction
-81.8,0,23,sl,2025-08-01 17:47:00,bullish
73.2,1,4,tp,2025-08-01 18:21:00,bullish
-44.3,0,4,sl,2025-08-05 13:21:00,bullish
155.7,1,60,tp,2025-08-05 13:34:00,bearish
-136.8,0,100,sl,2025-08-05 14:51:00,bearish
78.2,1,3,tp,2025-08-05 18:51:00,bearish
70.7,1,23,tp,2025-08-07 18:31:00,bullish
70.7,1,39,tp,2025-08-07 18:59:00,bullish
-81.8,0,30,sl,2025-08-08 17:31:00,bearish
40.7,1,88,tp,2025-08-08 18:17:00,bearish
73.2,1,60,tp,2025-08-11 18:47:00,bearish
-44.3,0,24,sl,2025-08-12 07:11:00,bullish
-274.3,0,84,sl,2025-08-12 13:56:00,bearish
85.7,1,67,tp,2025-08-13 17:08:00,bullish
-22.05,0,120,time,2025-08-13 18:59:00,bullish
110.7,1,25,tp,2025-08-14 15:01:00,bearish
55.7,1,24,tp,2025-08-14 17:47:00,bearish
-66.8,0,84,sl,2025-08-14 18:18:00,bearish
63.2,1,24,tp,2025-08-15 17:36:00,bullish
-51.8,0,28,sl,2025-08-15 18:36:00,bullish
-36.8,0,120,time,2025-08-18 14:09:00,bullish
39.7,1,120,time,2025-08-18 17:36:00,bullish
78.2,1,35,tp,2025-08-20 17:11:00,bullish
80.7,1,14,tp,2025-08-20 18:26:00,bullish
108.2,1,114,tp,2025-08-21 07:04:00,bearish
203.2,1,32,tp,2025-08-21 13:53:00,bullish
-111.8,0,9,sl,2025-08-21 14:31:00,bullish
-127.55,0,120,time,2025-08-21 17:02:00,bearish
-226.8,0,27,sl,2025-08-22 13:34:00,bearish
-71.8,0,28,sl,2025-08-25 13:06:00,bullish
38.2,1,2,tp,2025-08-25 17:03:00,bearish
42.45,1,120,time,2025-08-25 17:43:00,bearish
53.2,1,22,tp,2025-08-26 17:22:00,bearish
-29.3,0,6,sl,2025-08-27 07:15:00,bullish
78.2,1,93,tp,2025-08-27 14:24:00,bullish
28.2,1,12,tp,2025-08-27 17:26:00,bullish
-76.8,0,38,sl,2025-08-27 18:31:00,bullish
-44.3,0,24,sl,2025-08-28 17:04:00,bearish
215.7,1,8,tp,2025-09-05 14:21:00,bearish
-81.8,0,10,sl,2025-09-12 14:18:00,bearish
-24.3,0,9,sl,2025-09-15 07:20:00,bearish
25.7,1,3,tp,2025-09-15 07:56:00,bearish
-21.8,0,1,sl,2025-09-16 07:10:00,bearish
-24.3,0,5,sl,2025-09-16 17:26:00,bullish
30.7,1,50,tp,2025-09-16 18:01:00,bullish
25.7,1,17,tp,2025-09-17 07:07:00,bullish
20.7,1,1,tp,2025-09-17 13:30:00,bullish
-26.8,0,8,sl,2025-09-18 07:11:00,bearish
35.7,1,16,tp,2025-09-19 07:14:00,bullish
20.7,1,6,tp,2025-09-19 18:21:00,bearish
-29.3,0,6,sl,2025-09-19 18:56:00,bearish
-64.3,0,12,sl,2025-09-22 14:18:00,bearish
-49.3,0,60,sl,2025-09-22 17:18:00,bearish
-34.3,0,21,sl,2025-09-22 18:26:00,bearish
25.7,1,40,tp,2025-09-22 18:58:00,bearish
-61.8,0,68,sl,2025-09-23 07:13:00,bearish
33.7,1,120,time,2025-09-23 14:06:00,bearish
65.7,1,7,tp,2025-09-24 17:04:00,bullish
60.7,1,21,tp,2025-09-24 17:15:00,bullish
45.7,1,13,tp,2025-09-24 18:26:00,bullish
34.7,1,120,time,2025-09-24 19:02:00,bullish
43.2,1,74,tp,2025-09-26 07:26:00,bearish
-141.8,0,16,sl,2025-09-26 13:52:00,bullish
162.7,1,120,time,2025-09-26 14:48:00,bullish
118.2,1,30,tp,2025-09-26 18:11:00,bullish
40.7,1,71,tp,2025-09-26 19:02:00,bullish
-94.3,0,7,sl,2025-09-30 13:48:00,bullish
55.7,1,10,tp,2025-09-30 17:14:00,bearish
93.2,1,20,tp,2025-09-30 17:56:00,bullish
47.2,1,120,time,2025-10-02 14:01:00,bullish
38.2,1,16,tp,2025-10-02 17:10:00,bullish
50.7,1,78,tp,2025-10-02 17:47:00,bullish
23.2,1,20,tp,2025-10-03 07:12:00,bearish
31.45,1,120,time,2025-10-03 13:47:00,bearish
-109.3,0,27,sl,2025-10-03 17:20:00,bullish
-81.8,0,18,sl,2025-10-03 18:32:00,bullish
-49.3,0,2,sl,2025-10-06 13:31:00,bullish
78.2,1,9,tp,2025-10-06 13:35:00,bearish
-69.3,0,53,sl,2025-10-06 14:53:00,bearish
28.2,1,3,tp,2025-10-06 18:54:00,bearish
-36.8,0,19,sl,2025-10-08 07:05:00,bearish
35.7,1,38,tp,2025-10-08 07:56:00,bullish
