entry_time,exit_time,direction,entry_price,exit_price,pnl,bars_held,split
2025-02-16 01:45:00+00:00,2025-02-16 07:15:00+00:00,long,97629.0,97444.8241289637,-28.171278310078833,21,train
2025-02-16 19:00:00+00:00,2025-02-16 22:30:00+00:00,long,96900.0,96809.3900106311,-18.746468437421075,13,train
2025-02-17 04:30:00+00:00,2025-02-17 15:30:00+00:00,long,96250.0,96427.64480057845,8.13059781781585,43,train
2025-02-17 15:30:00+00:00,2025-02-17 15:45:00+00:00,long,96557.0,95968.32968551925,-68.4932979323514,0,train
2025-02-17 15:45:00+00:00,2025-02-17 16:45:00+00:00,long,96148.0,95491.81906078334,-75.20008487470533,3,train
2025-02-17 21:00:00+00:00,2025-02-17 23:15:00+00:00,long,96007.0,95833.1184812771,-26.980157796354327,8,train
2025-02-17 23:15:00+00:00,2025-02-18 05:30:00+00:00,long,95905.0,95869.79478504513,-13.109261234739158,24,train
2025-02-18 11:15:00+00:00,2025-02-18 14:45:00+00:00,long,95640.0,95882.33751992366,14.65763511636998,13,train
2025-02-18 14:45:00+00:00,2025-02-18 16:30:00+00:00,long,95934.0,95107.55918393384,-92.19615956581221,6,train
2025-02-18 22:00:00+00:00,2025-02-19 05:15:00+00:00,long,95033.0,95207.29942802599,7.917927831197517,28,train
2025-02-19 09:45:00+00:00,2025-02-19 14:30:00+00:00,long,95875.0,96053.06876794505,8.21047335610768,18,train
2025-02-19 23:15:00+00:00,2025-02-20 06:00:00+00:00,long,96619.0,96851.76788034491,13.603249640473646,26,train
2025-02-20 12:15:00+00:00,2025-02-20 14:45:00+00:00,long,97448.0,97370.6632666194,-17.474606501390426,9,train
2025-02-20 16:45:00+00:00,2025-02-21 07:45:00+00:00,long,97965.0,98257.22189308157,19.411078213503174,59,train
2025-02-21 12:30:00+00:00,2025-02-21 14:30:00+00:00,long,98900.0,98794.09861226128,-20.474843704484947,7,train
2025-02-21 14:30:00+00:00,2025-02-21 15:15:00+00:00,long,99104.0,98471.32295765403,-73.14647038247945,2,train
2025-02-21 15:15:00+00:00,2025-02-21 15:30:00+00:00,long,99242.0,98262.46327050841,-107.82889611268465,0,train
2025-02-22 00:45:00+00:00,2025-02-22 08:00:00+00:00,long,96180.0,96238.49971040302,-3.7709539452182543,28,train
2025-02-22 13:00:00+00:00,2025-02-22 16:45:00+00:00,long,96850.0,96526.23402384376,-42.0454093168161,14,train
2025-02-23 07:45:00+00:00,2025-02-23 09:45:00+00:00,long,96585.0,96329.95720139904,-35.15002772016595,7,train
2025-02-23 18:30:00+00:00,2025-02-24 01:30:00+00:00,long,95866.0,95935.2172910477,-2.6683317597829097,27,train
2025-02-24 01:30:00+00:00,2025-02-24 03:15:00+00:00,long,96135.0,95553.08213154893,-67.77619095168443,6,train
2025-02-24 03:15:00+00:00,2025-02-24 08:15:00+00:00,long,95771.0,95464.23709365337,-40.23805248934569,19,train
2025-02-24 09:00:00+00:00,2025-02-24 14:00:00+00:00,long,95529.0,95482.02491476806,-14.24805976893252,19,train
2025-02-24 20:45:00+00:00,2025-02-24 22:00:00+00:00,long,94338.0,93286.62038336998,-114.51919268217013,4,train
2025-02-25 04:30:00+00:00,2025-02-25 07:00:00+00:00,long,92307.0,91254.71400784346,-114.40668491604613,9,train
2025-02-25 12:30:00+00:00,2025-02-25 14:45:00+00:00,long,89265.0,87921.13485383397,-143.2458213592951,8,train
2025-02-25 14:45:00+00:00,2025-02-25 16:15:00+00:00,long,87971.0,86378.90799650585,-167.92669574924048,5,train
2025-02-25 20:00:00+00:00,2025-02-26 05:45:00+00:00,long,87850.0,88394.25442078544,45.61322935750444,38,train
2025-02-26 12:15:00+00:00,2025-02-26 14:45:00+00:00,short,88400.0,87226.05745259472,108.61295186789869,9,train
2025-02-26 14:45:00+00:00,2025-02-26 15:00:00+00:00,short,86625.0,88248.98312558209,-171.1420117144881,0,train
2025-02-26 15:00:00+00:00,2025-02-27 05:00:00+00:00,short,87533.0,85436.30244621729,201.02129025596008,55,train
2025-02-27 16:00:00+00:00,2025-02-27 21:45:00+00:00,short,85468.0,84173.90091479034,120.92781347522633,22,train
2025-02-28 01:45:00+00:00,2025-02-28 09:15:00+00:00,short,82472.0,80218.3078236136,217.2347022474587,29,train
2025-03-01 07:30:00+00:00,2025-03-01 09:15:00+00:00,short,84996.0,85393.92373455629,-48.31186964235651,6,train
2025-03-01 09:15:00+00:00,2025-03-01 16:45:00+00:00,short,85360.0,85127.05852432452,14.769794641332274,29,train
2025-03-02 03:00:00+00:00,2025-03-02 15:15:00+00:00,short,85733.0,85814.73176113541,-16.7505627015976,48,train
2025-03-02 15:15:00+00:00,2025-03-02 15:30:00+00:00,short,85155.0,85891.83419298401,-82.23576100805019,0,train
2025-03-02 22:45:00+00:00,2025-03-03 12:00:00+00:00,short,94355.0,92822.63113196356,143.8780052470461,52,train
2025-03-03 15:00:00+00:00,2025-03-04 14:30:00+00:00,short,89220.0,83732.38261637451,540.1141192317302,93,train
