# Backtest Report Metadata
# Generated: 2026-03-19 17:20:11.077771
# Backtest Date: 2026-03-19 17:20:11.077605
# Data Range: ('2024-12-19', '2025-03-19')
# Signal Count: 100
# ML Model Version: N/A

# Trade Results

entry_time,exit_time,entry_price,exit_price,direction,pnl,return_pct,timestamp
2024-12-19 03:40:00,2024-12-19 04:10:00,24839.83,24803.818664681145,bearish,36.011335318857164,0.14497416173483135,2026-03-19 17:20:11.078096
2024-12-20 07:45:00,2024-12-20 08:15:00,27194.53,27172.622291076586,bearish,21.90770892341243,0.08055924821430056,2026-03-19 17:20:11.078096
2024-12-20 19:55:00,2024-12-20 20:25:00,27551.38,27631.638825617705,bullish,80.25882561770413,0.291306009418418,2026-03-19 17:20:11.078096
2024-12-23 09:00:00,2024-12-23 09:30:00,29364.93,29295.068745227945,bearish,69.86125477205496,0.23790710474043344,2026-03-19 17:20:11.078096
2024-12-25 07:55:00,2024-12-25 08:25:00,25112.53,25168.713050110346,bullish,56.18305011034681,0.2237251687119809,2026-03-19 17:20:11.078096
2024-12-25 09:05:00,2024-12-25 09:35:00,25217.48,25260.900247503443,bullish,43.420247503443534,0.17218313449021685,2026-03-19 17:20:11.078096
2024-12-27 22:25:00,2024-12-27 22:55:00,27089.31,27153.019442275076,bullish,63.70944227507425,0.23518296433196065,2026-03-19 17:20:11.078096
2024-12-29 08:20:00,2024-12-29 08:50:00,26170.66,26256.13958945929,bullish,85.47958945928985,0.3266237437622508,2026-03-19 17:20:11.078096
2024-12-29 11:30:00,2024-12-29 12:00:00,25594.45,25560.762829059022,bearish,33.68717094097883,0.1316190460860805,2026-03-19 17:20:11.078096
2024-12-29 12:45:00,2024-12-29 13:15:00,25651.21,25585.535908341364,bearish,65.674091658635,0.2560272659988944,2026-03-19 17:20:11.078096
2024-12-31 08:30:00,2024-12-31 09:00:00,22489.91,22539.443807521075,bullish,49.53380752107478,0.22024902510092204,2026-03-19 17:20:11.078096
2025-01-01 05:50:00,2025-01-01 06:20:00,19950.66,19986.882127541146,bullish,36.22212754114662,0.1815585426304023,2026-03-19 17:20:11.078096
2025-01-01 12:45:00,2025-01-01 13:15:00,19437.19,19430.300617057695,bearish,6.8893829423032,0.03544433605013483,2026-03-19 17:20:11.078096
2025-01-01 21:30:00,2025-01-01 22:00:00,20257.07,20216.798793186575,bearish,40.271206813424214,0.19880074864442004,2026-03-19 17:20:11.078096
2025-01-02 19:05:00,2025-01-02 19:35:00,21234.1,21177.347864599607,bearish,56.752135400391126,0.2672688524608584,2026-03-19 17:20:11.078096
2025-01-03 02:55:00,2025-01-03 03:25:00,19938.71,19892.372987888066,bearish,46.33701211193329,0.23239724190749197,2026-03-19 17:20:11.078096
