regression_lookback,band_k,regression_timeframe,gate_mode,sl_multiplier,tp_multiplier,min_gap_atr_ratio,n_trades,n_candidate_bars,pf,total_pnl
100,2.0,5min,position,3.0,8.0,0.25,4,601,0.7936903279369033,-248.5
50,2.0,5min,position,3.0,6.0,0.15,14,984,0.7936145952109465,-633.5
50,1.5,5min,position,3.0,8.0,0.25,16,1829,0.7925733060566611,-836.5
20,2.5,5min,position,3.0,6.0,0.15,6,363,0.7891056312108944,-286.5
20,2.0,5min,position,5.0,8.0,0.25,13,1179,0.7572854830005397,-899.5
20,2.0,5min,position,5.0,6.0,0.25,13,1179,0.7413921396198336,-955.75
20,2.0,15min,position,5.0,6.0,0.15,6,586,0.7397862979258328,-414.0
20,2.5,5min,combined,5.0,8.0,0.25,4,246,0.7380248373743347,-332.25
100,1.5,5min,combined,3.0,6.0,0.15,7,433,0.7363457760314341,-335.5
50,2.5,5min,position,3.0,8.0,0.15,6,492,0.7181220657276995,-375.25
100,1.5,15min,position,3.0,8.0,0.25,6,644,0.7134328358208956,-384.0
50,2.0,5min,combined,3.0,8.0,0.15,8,567,0.6960182424136117,-433.25
50,1.5,5min,position,3.0,6.0,0.25,16,1829,0.6954008701056557,-1225.25
50,1.5,5min,position,5.0,6.0,0.15,22,1756,0.6939062381278018,-2014.25
20,2.5,5min,position,3.0,8.0,0.15,6,363,0.6838356164383562,-432.75
100,2.5,5min,position,3.0,6.0,0.25,3,305,0.6815801999048072,-334.5
50,1.5,5min,position,5.0,8.0,0.15,22,1729,0.6790489810511262,-2244.25
20,2.0,15min,position,3.0,6.0,0.25,4,616,0.6789947842579421,-338.5
50,2.5,5min,combined,5.0,6.0,0.15,4,252,0.6750056856947919,-357.25
50,2.0,5min,position,3.0,8.0,0.25,11,997,0.6641097758459047,-985.25
50,2.0,5min,combined,5.0,6.0,0.25,6,565,0.6631908237747653,-565.25
20,2.5,5min,combined,5.0,6.0,0.15,5,245,0.6598953524161281,-552.5
100,1.5,15min,combined,3.0,6.0,0.15,7,520,0.657864077669903,-440.5
50,2.5,5min,position,5.0,6.0,0.25,5,494,0.6289599305656011,-641.25
50,2.0,5min,position,3.0,6.0,0.25,11,997,0.6257269928156004,-1094.0
100,2.0,5min,position,5.0,8.0,0.15,7,572,0.6176817288801572,-973.0
20,1.5,15min,position,3.0,8.0,0.15,20,1283,0.6113113390629332,-1752.5
50,1.5,5min,combined,3.0,6.0,0.25,9,1016,0.6089242053789731,-799.75
100,2.0,5min,position,3.0,6.0,0.25,4,601,0.5944375259443753,-488.5
50,2.0,5min,combined,5.0,8.0,0.25,6,565,0.5875037015102161,-696.5
20,1.5,15min,position,5.0,8.0,0.35,7,1379,0.579493670886076,-830.5
50,2.0,5min,position,3.0,8.0,0.15,14,984,0.5737427288123114,-1447.25
20,2.5,5min,combined,5.0,8.0,0.15,5,245,0.5725646123260437,-698.75
20,1.5,15min,position,3.0,6.0,0.15,20,1283,0.5714864786611847,-1850.0
50,1.5,5min,position,5.0,8.0,0.25,16,1804,0.5687024598549887,-2424.0
20,2.5,5min,position,5.0,6.0,0.25,5,364,0.5680975092739798,-815.0
20,1.5,5min,combined,3.0,8.0,0.35,4,2357,0.564507635597683,-413.5
50,2.5,5min,position,5.0,8.0,0.25,5,494,0.54989933851021,-782.5
100,2.5,5min,position,5.0,8.0,0.25,3,293,0.5476940704669149,-789.5
50,1.5,5min,combined,3.0,8.0,0.25,9,1016,0.5470137452864615,-931.0
50,1.5,5min,combined,5.0,6.0,0.25,9,1011,0.535016111707841,-1082.25
50,1.5,5min,position,3.0,8.0,0.35,4,1959,0.5345986555950969,-588.5
100,1.5,15min,position,3.0,6.0,0.25,6,644,0.5343283582089552,-624.0
20,1.5,15min,position,5.0,8.0,0.25,13,1307,0.4989785495403473,-1962.0
50,1.5,5min,position,5.0,6.0,0.25,16,1804,0.49861853832442066,-2812.75
50,2.5,5min,combined,3.0,6.0,0.25,3,254,0.4943371085942705,-379.5
50,2.5,5min,position,5.0,8.0,0.15,6,492,0.4937378954163977,-980.25
20,1.5,15min,position,5.0,6.0,0.35,7,1379,0.49341772151898733,-1000.5
20,2.5,5min,position,5.0,8.0,0.25,5,364,0.49334563183555147,-961.25
50,2.0,5min,position,5.0,6.0,0.15,14,979,0.49229525589855,-2512.25
100,2.5,5min,position,5.0,8.0,0.15,4,289,0.48112732762959237,-1031.0
50,1.5,5min,combined,5.0,8.0,0.25,9,1011,0.4809111324991979,-1213.5
100,2.0,5min,position,5.0,8.0,0.25,4,589,0.47811952988247064,-1043.5
20,1.5,15min,position,5.0,8.0,0.15,19,1239,0.47688048791037674,-3023.5
20,2.5,5min,position,5.0,6.0,0.15,6,363,0.47570445972930997,-1181.5
50,2.0,5min,combined,5.0,8.0,0.15,8,546,0.47458437985886853,-1098.25
100,2.0,5min,position,5.0,6.0,0.15,7,572,0.462475442043222,-1368.0
20,1.5,15min,position,3.0,8.0,0.25,14,1343,0.45375230045668324,-2003.5
20,1.5,15min,position,5.0,6.0,0.15,19,1245,0.4420010748835543,-3114.75
20,1.5,5min,combined,3.0,6.0,0.35,4,2357,0.42232754081095314,-548.5
100,1.5,5min,position,3.0,8.0,0.25,7,1057,0.4217957202735495,-1310.5
20,2.5,5min,position,5.0,8.0,0.15,6,363,0.4134732192159028,-1327.75
50,2.0,5min,position,5.0,8.0,0.25,11,992,0.4129743481026076,-2769.0
100,2.5,5min,position,5.0,6.0,0.25,3,293,0.41019765110283585,-1029.5
100,1.5,5min,combined,3.0,8.0,0.15,7,433,0.4061984833498187,-900.5
20,1.5,15min,position,5.0,6.0,0.25,13,1307,0.40066394279877426,-2347.0
50,1.5,5min,position,3.0,6.0,0.35,4,1959,0.40015816528272047,-758.5
50,2.0,5min,position,5.0,6.0,0.25,11,992,0.3885908535613746,-2877.75
50,2.0,5min,position,5.0,8.0,0.15,14,963,0.3634158854531039,-3412.25
100,2.5,5min,position,5.0,6.0,0.15,4,289,0.3603422244589834,-1271.0
100,2.0,5min,position,5.0,6.0,0.25,4,589,0.35808952238059516,-1283.5
20,1.5,15min,position,3.0,6.0,0.25,14,1343,0.3487833140208575,-2388.5
50,1.5,5min,position,5.0,8.0,0.35,4,1954,0.34608985024958405,-1277.25
20,1.5,5min,combined,5.0,8.0,0.35,4,2355,0.3404255319148936,-1038.5
50,2.5,5min,combined,5.0,6.0,0.25,3,254,0.33750284284739596,-728.25
100,1.5,5min,combined,5.0,6.0,0.15,6,379,0.3240851063829787,-992.75
100,1.5,5min,position,3.0,6.0,0.25,7,1057,0.3159055812927421,-1550.5
20,1.5,15min,position,3.0,8.0,0.35,7,1398,0.31585095199158975,-1464.25
100,1.5,5min,position,5.0,8.0,0.25,7,1002,0.3049198628498525,-2179.25
20,1.5,5min,position,3.0,8.0,0.35,7,3108,0.2746605175506021,-1415.5
50,1.5,5min,position,5.0,6.0,0.35,4,1954,0.259055420453091,-1447.25
20,1.5,5min,combined,5.0,6.0,0.35,4,2355,0.25468402667513496,-1173.5
100,1.5,5min,position,5.0,6.0,0.15,13,904,0.25067031176068555,-3563.25
20,1.5,15min,position,3.0,6.0,0.35,7,1398,0.2364209788576101,-1634.25
100,1.5,5min,position,5.0,6.0,0.25,7,1002,0.22837094330595648,-2419.25
20,1.5,5min,position,3.0,6.0,0.35,7,3108,0.20548296182423775,-1550.5
100,1.5,5min,position,5.0,8.0,0.15,13,904,0.18529825071473566,-4203.25
20,1.5,5min,position,5.0,8.0,0.35,7,3106,0.1734487501011245,-2554.25
20,1.5,5min,position,5.0,6.0,0.35,7,3106,0.12976296416147562,-2689.25
100,2.0,5min,position,5.0,6.0,0.35,1,605,0.0,-629.0
100,2.0,5min,position,3.0,6.0,0.35,1,612,0.0,-379.0
100,2.0,5min,position,5.0,8.0,0.35,1,605,0.0,-629.0
100,1.5,5min,combined,5.0,8.0,0.25,2,438,0.0,-594.25
100,2.0,5min,position,3.0,8.0,0.35,1,612,0.0,-379.0
20,2.0,15min,position,5.0,6.0,0.35,1,631,0.0,-629.0
20,2.0,15min,position,5.0,8.0,0.35,1,631,0.0,-629.0
20,2.0,15min,combined,3.0,6.0,0.25,1,300,0.0,-356.5
20,2.0,15min,combined,3.0,8.0,0.25,1,300,0.0,-356.5
100,1.5,15min,position,3.0,8.0,0.35,2,697,0.0,-863.0
100,1.5,15min,position,5.0,6.0,0.35,2,697,0.0,-1111.75
100,1.5,15min,position,5.0,8.0,0.35,2,697,0.0,-1111.75
100,1.5,5min,combined,5.0,8.0,0.35,1,450,0.0,-15.25
50,2.5,5min,combined,5.0,6.0,0.35,1,257,0.0,-570.25
100,2.5,5min,position,5.0,6.0,0.35,1,300,0.0,-629.0
50,2.5,5min,combined,5.0,8.0,0.15,4,252,0.0,-1307.25
50,2.5,5min,combined,5.0,8.0,0.25,3,254,0.0,-1109.5
100,1.5,15min,position,3.0,6.0,0.35,2,697,0.0,-863.0
50,2.5,5min,combined,5.0,8.0,0.35,1,257,0.0,-570.25
20,2.0,15min,position,3.0,6.0,0.35,1,631,0.0,-379.0
20,2.0,15min,position,3.0,8.0,0.35,1,631,0.0,-379.0
50,2.5,5min,combined,3.0,6.0,0.35,1,257,0.0,-431.5
50,2.5,5min,position,5.0,8.0,0.35,2,499,0.0,-1199.25
50,2.5,5min,position,5.0,6.0,0.35,2,499,0.0,-1199.25
50,2.5,5min,position,3.0,8.0,0.35,2,499,0.0,-810.5
50,2.5,5min,position,3.0,6.0,0.35,2,499,0.0,-810.5
50,2.5,15min,combined,3.0,8.0,0.25,1,88,0.0,-356.5
50,2.5,15min,combined,3.0,6.0,0.25,1,88,0.0,-356.5
20,2.5,15min,position,5.0,8.0,0.35,1,207,0.0,-629.0
20,2.5,15min,position,5.0,6.0,0.35,1,207,0.0,-629.0
100,1.5,15min,combined,5.0,8.0,0.35,1,570,0.0,-916.5
100,1.5,15min,combined,5.0,6.0,0.35,1,570,0.0,-916.5
50,2.5,5min,combined,3.0,8.0,0.15,4,252,0.0,-952.25
100,1.5,15min,combined,3.0,6.0,0.25,3,544,0.0,-702.0
100,1.5,15min,combined,3.0,6.0,0.35,1,570,0.0,-551.5
50,2.5,5min,combined,3.0,8.0,0.25,3,254,0.0,-760.75
50,2.5,5min,combined,3.0,8.0,0.35,1,257,0.0,-431.5
20,2.5,5min,combined,3.0,8.0,0.35,2,248,0.0,-758.0
20,2.5,5min,combined,3.0,6.0,0.35,2,248,0.0,-758.0
20,2.0,5min,position,3.0,8.0,0.35,5,1204,0.0,-1760.0
20,2.0,5min,position,5.0,6.0,0.35,5,1204,0.0,-2773.75
50,2.0,5min,position,5.0,6.0,0.35,3,1041,0.0,-1953.25
50,2.0,5min,position,5.0,8.0,0.35,3,1041,0.0,-1953.25
20,2.0,5min,position,5.0,8.0,0.35,5,1204,0.0,-2773.75
20,2.0,5min,combined,3.0,6.0,0.35,2,894,0.0,-758.0
50,2.0,5min,combined,3.0,8.0,0.35,1,602,0.0,-431.5
50,2.0,5min,combined,3.0,6.0,0.35,1,602,0.0,-431.5
20,2.5,5min,position,3.0,6.0,0.35,3,366,0.0,-1137.0
20,2.5,5min,position,3.0,8.0,0.35,3,366,0.0,-1137.0
20,2.5,5min,position,5.0,6.0,0.35,3,366,0.0,-1887.0
20,2.5,5min,position,5.0,8.0,0.35,3,366,0.0,-1887.0
100,1.5,15min,combined,3.0,8.0,0.25,3,544,0.0,-702.0
100,1.5,15min,combined,3.0,8.0,0.35,1,570,0.0,-551.5
20,2.5,15min,position,3.0,6.0,0.35,1,207,0.0,-379.0
20,2.0,5min,combined,5.0,8.0,0.35,2,894,0.0,-1258.0
20,2.0,5min,combined,5.0,6.0,0.35,2,894,0.0,-1258.0
20,2.0,5min,combined,3.0,8.0,0.35,2,894,0.0,-758.0
50,2.0,5min,combined,5.0,6.0,0.35,1,602,0.0,-570.25
50,2.0,5min,combined,5.0,8.0,0.35,1,602,0.0,-570.25
20,2.5,15min,position,3.0,8.0,0.35,1,207,0.0,-379.0
100,2.5,5min,position,3.0,6.0,0.35,1,307,0.0,-379.0
50,2.0,15min,combined,3.0,6.0,0.25,1,153,0.0,-356.5
50,2.0,15min,position,5.0,8.0,0.35,1,412,0.0,-629.0
50,2.0,15min,combined,3.0,8.0,0.25,1,153,0.0,-356.5
50,2.0,5min,position,3.0,6.0,0.35,3,1041,0.0,-1264.5
50,2.0,15min,position,3.0,8.0,0.35,1,419,0.0,-379.0
50,2.0,15min,position,5.0,6.0,0.35,1,412,0.0,-629.0
100,2.5,5min,position,3.0,8.0,0.35,1,307,0.0,-379.0
50,2.0,15min,position,3.0,6.0,0.35,1,419,0.0,-379.0
100,1.5,5min,position,3.0,8.0,0.35,2,1091,0.0,-765.5
100,1.5,5min,position,3.0,6.0,0.35,2,1091,0.0,-765.5
50,2.0,5min,position,3.0,8.0,0.35,3,1041,0.0,-1264.5
20,2.0,5min,position,3.0,6.0,0.35,5,1204,0.0,-1760.0
100,1.5,5min,position,5.0,8.0,0.35,2,1051,0.0,-644.25
100,1.5,5min,combined,3.0,6.0,0.25,2,476,0.0,-735.5
100,1.5,5min,combined,3.0,6.0,0.35,1,483,0.0,-386.5
100,1.5,5min,position,5.0,6.0,0.35,2,1051,0.0,-644.25
100,1.5,5min,combined,3.0,8.0,0.25,2,476,0.0,-735.5
100,1.5,5min,combined,3.0,8.0,0.35,1,483,0.0,-386.5
100,1.5,5min,combined,5.0,6.0,0.25,2,438,0.0,-594.25
100,1.5,5min,combined,5.0,6.0,0.35,1,450,0.0,-15.25
100,1.5,5min,combined,5.0,8.0,0.15,6,379,0.0,-1872.75
20,2.5,5min,combined,5.0,6.0,0.35,2,248,0.0,-1258.0
20,2.5,5min,combined,5.0,8.0,0.35,2,248,0.0,-1258.0
100,2.5,5min,position,5.0,8.0,0.35,1,300,0.0,-629.0
20,2.0,15min,combined,3.0,6.0,0.35,0,303,,0.0
20,2.0,15min,combined,3.0,8.0,0.35,0,303,,0.0
20,2.0,15min,combined,5.0,6.0,0.35,0,303,,0.0
20,2.0,15min,combined,5.0,8.0,0.35,0,303,,0.0
20,2.5,15min,combined,3.0,6.0,0.15,0,48,,0.0
20,2.5,15min,combined,3.0,6.0,0.25,0,48,,0.0
20,2.5,15min,combined,3.0,6.0,0.35,0,48,,0.0
20,2.5,15min,combined,3.0,8.0,0.15,0,48,,0.0
20,2.5,15min,combined,3.0,8.0,0.25,0,48,,0.0
20,2.5,15min,combined,3.0,8.0,0.35,0,48,,0.0
20,2.5,15min,combined,5.0,6.0,0.15,0,48,,0.0
20,2.5,15min,combined,5.0,6.0,0.25,0,48,,0.0
20,2.5,15min,combined,5.0,6.0,0.35,0,48,,0.0
20,2.5,15min,combined,5.0,8.0,0.15,0,48,,0.0
20,2.5,15min,combined,5.0,8.0,0.25,0,48,,0.0
20,2.5,15min,combined,5.0,8.0,0.35,0,48,,0.0
50,2.0,15min,combined,3.0,6.0,0.35,0,156,,0.0
50,2.0,15min,combined,3.0,8.0,0.35,0,156,,0.0
50,2.0,15min,combined,5.0,6.0,0.35,0,156,,0.0
50,2.0,15min,combined,5.0,8.0,0.35,0,156,,0.0
50,2.5,15min,position,3.0,6.0,0.35,0,229,,0.0
50,2.5,15min,position,3.0,8.0,0.35,0,229,,0.0
50,2.5,15min,position,5.0,6.0,0.35,0,229,,0.0
50,2.5,15min,position,5.0,8.0,0.35,0,229,,0.0
50,2.5,15min,combined,3.0,6.0,0.35,0,91,,0.0
50,2.5,15min,combined,3.0,8.0,0.35,0,91,,0.0
50,2.5,15min,combined,5.0,6.0,0.35,0,91,,0.0
50,2.5,15min,combined,5.0,8.0,0.35,0,91,,0.0
100,2.0,15min,position,3.0,6.0,0.35,0,137,,0.0
100,2.0,15min,position,3.0,8.0,0.35,0,137,,0.0
100,2.0,15min,position,5.0,6.0,0.35,0,137,,0.0
100,2.0,15min,position,5.0,8.0,0.35,0,137,,0.0
100,2.0,15min,combined,3.0,6.0,0.25,0,77,,0.0
100,2.0,15min,combined,3.0,6.0,0.35,0,77,,0.0
100,2.0,15min,combined,3.0,8.0,0.25,0,77,,0.0
100,2.0,15min,combined,3.0,8.0,0.35,0,77,,0.0
100,2.0,15min,combined,5.0,6.0,0.25,0,77,,0.0
100,2.0,15min,combined,5.0,6.0,0.35,0,77,,0.0
100,2.0,15min,combined,5.0,8.0,0.25,0,77,,0.0
100,2.0,15min,combined,5.0,8.0,0.35,0,77,,0.0
100,2.0,5min,combined,3.0,6.0,0.25,0,260,,0.0
100,2.0,5min,combined,3.0,6.0,0.35,0,260,,0.0
100,2.0,5min,combined,3.0,8.0,0.25,0,260,,0.0
100,2.0,5min,combined,3.0,8.0,0.35,0,260,,0.0
100,2.0,5min,combined,5.0,6.0,0.25,0,260,,0.0
100,2.0,5min,combined,5.0,6.0,0.35,0,260,,0.0
100,2.0,5min,combined,5.0,8.0,0.25,0,260,,0.0
100,2.0,5min,combined,5.0,8.0,0.35,0,260,,0.0
100,2.5,15min,position,3.0,6.0,0.35,0,87,,0.0
100,2.5,15min,position,3.0,8.0,0.35,0,87,,0.0
100,2.5,15min,position,5.0,6.0,0.35,0,87,,0.0
100,2.5,15min,position,5.0,8.0,0.35,0,87,,0.0
100,2.5,15min,combined,3.0,6.0,0.15,0,40,,0.0
100,2.5,15min,combined,3.0,6.0,0.25,0,42,,0.0
100,2.5,15min,combined,3.0,6.0,0.35,0,42,,0.0
100,2.5,15min,combined,3.0,8.0,0.15,0,40,,0.0
100,2.5,15min,combined,3.0,8.0,0.25,0,42,,0.0
100,2.5,15min,combined,3.0,8.0,0.35,0,42,,0.0
100,2.5,15min,combined,5.0,6.0,0.15,0,40,,0.0
100,2.5,15min,combined,5.0,6.0,0.25,0,42,,0.0
100,2.5,15min,combined,5.0,6.0,0.35,0,42,,0.0
100,2.5,15min,combined,5.0,8.0,0.15,0,40,,0.0
100,2.5,15min,combined,5.0,8.0,0.25,0,42,,0.0
100,2.5,15min,combined,5.0,8.0,0.35,0,42,,0.0
100,2.5,5min,combined,3.0,6.0,0.15,0,110,,0.0
100,2.5,5min,combined,3.0,6.0,0.25,0,110,,0.0
100,2.5,5min,combined,3.0,6.0,0.35,0,110,,0.0
100,2.5,5min,combined,3.0,8.0,0.15,0,110,,0.0
100,2.5,5min,combined,3.0,8.0,0.25,0,110,,0.0
100,2.5,5min,combined,3.0,8.0,0.35,0,110,,0.0
100,2.5,5min,combined,5.0,6.0,0.15,0,110,,0.0
100,2.5,5min,combined,5.0,6.0,0.25,0,110,,0.0
100,2.5,5min,combined,5.0,6.0,0.35,0,110,,0.0
100,2.5,5min,combined,5.0,8.0,0.15,0,110,,0.0
100,2.5,5min,combined,5.0,8.0,0.25,0,110,,0.0
100,2.5,5min,combined,5.0,8.0,0.35,0,110,,0.0
